,name,adress,website,phone
704,The Scream Machine Haunted Attraction,"23131 Ecorse RoadTaylor, MI 48180",https://www.thescreammachine.com/,['734-309-0756']
705,DarkSyde Acres Haunted House ,"11375 Rowe RoadJonesville, MI 49250",https://darksydeacres.com/,['517-549-5100']
706,Fusilier Family Farms,"16400 Herman RoadManchester, MI 48158",http://www.findahaunt.com/boo/?s=http://fusilierfamilyfarms.com/,['734-428-8982']
707,Donahee Farms,"6055 Tower RdPlymouth, MI 48170",cannot find,['734-459-0655']
708,Ghostly Grove,"10055 Dexter Pinckney RdPinckney, MI 48169",https://www.ghostlygrove.com/,['810-923-7956']
709,The Haunted Forest,"6600 W Maple RdWest Bloomfield, MI 48322",http://www.findahaunt.com/boo/?s=http://GoHauntedForest.com,['248-419-1550']
710,Azra Chamber of Horrors Haunted House,"31401 John R RdMadison Heights, MI 48071",https://www.azrahaunt.com/,['734-718-0088']
711,Erebus Haunted Attraction,"18 South PerryPontiac, MI 48342",https://hauntedpontiac.com/,['248-332-7884']
712,Shawhaven Haunted Farm,"1826 Rolfe RdMason, MI 48854",http://www.findahaunt.com/boo/?s=http://shawhavenhauntedfarm.com,['517-676-1649']
713,Bonadeo Farms Full Moon Manor & Field of Screams,"1215 White Lake RoadHighland Township, MI 48356",http://www.findahaunt.com/boo/?s=http://bonadeohauntedattractions.com,['248-787-4553']
714,Slaughterhouse Adventure & Grand River Corn Maze,"5781 Grand RiverFowlerville, MI 48836",http://www.findahaunt.com/boo/?s=http://slaughterhouseadventure.com,['517-223-9140']
715,The Haunted Forest at the Adventure Park,"7553 Meadow Brook RdRochester, MI 48309",http://www.findahaunt.com/boo/?s=http://gohauntedforest.com,['248-419-1550']
716,Rotten Manor,"13245 Dixie HwyHolly, MI 48442",http://www.findahaunt.com/boo/?s=http://rottenmanor.com/,['248-390-4195']
717,Beyond Darkness Haunted House,"24001 Samoset trailSouthfield, MI 48033",cannot find,['248-345-2072']
718,Zoo Boo at Detroit Zoo,"8450 W. 10 Mile RoadRoyal Oak, MI 48067",https://detroitzoo.org/events/zoo-events/zoo-boo/,['248-541-5717']
719,Haunted Detroit Tours,"16 S. Main StreetClawson, MI 48017",http://www.findahaunt.com/boo/?s=http://www.haunteddetroittours.com,['248-246-0607']
720,Awaken Haunted Attraction,"4760 Churchill RoadLeslie, MI 49251",https://awakenhaunt.com/,[]
721,Marshall Carriage Co. & Ghost Tours,"1000 E Michigan AveMarshall, MI 49068",https://www.marshallcarriage.com/,[]
722,Haunted Adventure at Cornwell's Turkeyville,"18935 15 1/2 Mile RdMarshall, MI 49068",https://www.turkeyville.com/events/haunted-adventure/,['269-781-4293']
723,Haunted Travels of Michigan,"Township ofMacomb, MI 48042",http://www.findahaunt.com/boo/?s=http://www.hauntedtravelsmi.com/,['586-228-8780']
724,Halloween in Hollygrove,"12600 Dixie HighwayHolly, MI 48442",http://www.findahaunt.com/boo/?s=http://www.halloweeninholly.com/,['248-634-5552']
725,Haunted Farm of Terror,"28405 26 Mile RdLenox, MI 48048",https://www.hauntedfarmofterror.com/,['586-203-7222']
726,Morrow Road Haunted Trail,"1890 S Bartlett RdSaint Clair, MI 48079",http://www.findahaunt.com/boo/?s=http://morrowroad.com/,['586-255-6036']
727,Porter's Orchard Farm Market & Cider Mill Fall Fun,"12060 E. Hegel RoadGoodrich, MI 48438",http://www.findahaunt.com/boo/?s=http://portersorchard.com/,[]
728,Past Tense After Dark,"1965 Farnsworth RoadLapeer, MI 48446",https://pasttenseafterdark.com/,['810-664-5559']
729,Nightmare on Belknap Street,"820 Belknap StreetGrand Ledge, MI 48837",https://www.facebook.com/NightmareOnBelknapStreet/,[]
730,Soul Takers Acres,"1400 East Smith StreetWarsaw, IN 46580",https://www.soultakersacres.com/,['574-269-1823']
731,Fear Itself at Legend Park,"14130 McKinley HighwayMishawaka, IN 46545",https://legendpark.com/,['574-256-5656']
732,Niles Scream Park,"855 Mayflower RdNiles, MI 49120",http://www.findahaunt.com/boo/?s=http://www.haunted.org,['269-687-3327']
733,Ghosts of Kalamazoo Tour,"Mountain Home CemeteryKalamazoo, MI 49001",https://www.ghostsofkalamazoo.com/,['269-340-0033']
734,HAUNTED MILL Presented by Friends of the Red Mill ,"450 Water StreetPortland, MI 48875",https://www.facebook.com/FriendsOfTheRedMill/,['517-743-1830']
735,Edge of Insanity,"5635 N.  00 EWKokomo, IN 46901",http://www.findahaunt.com/boo/?s=http://www.weitlesasylum.com,[]
736,Streaper's Nightmare,"71 West 7th StPeru, IN 46970",https://www.streapersnightmare.com/,['574-292-1364']
737,Jollay Orchards Harvest Festival,"1850 Friday RoadColoma, MI 49038",http://www.findahaunt.com/boo/?s=http://www.jollayorchards.com/,['269-468-3075']
738,Dinges' Fall Harvest,"15219 Mill RoadThree Oaks, MI 49128",http://www.findahaunt.com/boo/?s=http://harborcountry.com/guide/dingesfarm/index.html,['269-426-4034']
739,South Haven Haunted Barn,"69355 Baseline RoadSouth Haven, MI 49090",cannot find,['734-320-6086']
740,New Salem Corn Maze,"4516 24th StDorr, MI 49323",https://www.newsalemcornmaze.com/,[]
741,Crane Orchards Corn Maze,"6054 124th AveFennville, MI 49408",http://www.findahaunt.com/boo/?s=http://craneorchards.com/,[]
742,Sleepy Hollow Haunted Hayrides,"4505 W US 24Logansport, IN 46947",http://www.findahaunt.com/boo/?s=http://www.sleepyhollowhauntedhayride.com,['574-727-5319']
743,Fright Forest | Haunted Trail,"1300 E 100 SLebanon, IN 46052",http://www.findahaunt.com/boo/?s=http://frightforest.com,['765-482-8860']
744,Indiana Fear Farm,"6736 S. 500 W.Jamestown, IN 46147",https://indianafearfarm.com/,['765-366-8493']
745,Evil on Erie,"1240 Erie StreetLafayette, IN 47904",https://evilonerie.com/,['765-423-1284']
746, Terror Mansion Brazil,"211 North Walnut StreetBrazil, IN 47834",http://www.findahaunt.com/boo/?s=http://www.christmasinthepark.org/terror-mansion.html,['812-446-1811']
747,Ravenfell Manor YArd Haunt,"715 W. Alice St. Kouts, IN 46347",https://ravenfellmanor.wixsite.com/ravenfell,['219-766-1063']
748,Baldwin Asylum Haunted Attraction,"2040 Lon DrRantoul, IL 61866",https://www.slayervilleproductions.com/,['217-390-4543']
749,Necrosis Haunted House,"1315 Enterprise DriveRantoul, IL 61866",http://www.findahaunt.com/boo/?s=http://www.217fear.com,['217-379-7682']
750,Erickson's Monster Manor,"115 South Walnut StreetMomence, IL 60954",http://www.findahaunt.com/boo/?s=http://www.ericksonmonstermanor.com/,['815-295-4859']
751,Nightmares at the Museum,"7408 Constitution AveCedar Lake, IN 46303",http://www.findahaunt.com/boo/?s=http://www.Hellsofhavenwood.com,[]
752,Undead Acres,"3450 W. Crete Monee RoadMonee, IL 60449",https://www.undeadacres.com/,[]
753,Reaper's Realm,"626 177th StreetHammond, IN 46324",http://www.findahaunt.com/boo/?s=http://www.reapersrealm.com,['219-853-0518']
754,Haunts Against Hunger Park Forest,"127 Shabbonna DrivePark Forest, IL 60466",https://mustwork3.wixsite.com/hauntsahungerpf,['708-283-4190']
755,Monee Manor (yard display),"24066 S. Cicero AveMonee, IL 60449",cannot find,[]
756,Misdom Manor,"18326 Grant StLansing, IL 60438",http://www.findahaunt.com/boo/?s=http://misdomt.wix.com/misdommanor,[]
757,Odyssey Fun Farm,"18900 Oak Park Ave.Tinley Park, IL 60477",http://www.findahaunt.com/boo/?s=http://www.odysseyfunfarm.com,[]
758,Forest View Farms,"16717 Lockwood AveTinley Park, IL 60477",https://www.fvfarms.com/,['708-560-0306']
759,13th Floor Haunted House Chicago,"1940 George St.Melrose Park, IL 60160",https://13thfloorchicago.com/,[]
760,Hayride of Horror,"199 E. Woods DrLockport, IL 60441",https://www.lockportpark.org/HayrideOfHorror/,['815-838-1183']
761,Curse of the Bayou,"199 Woods DriveLockport, IL 60441",http://www.findahaunt.com/boo/?s=http://www.curseofthebayou.com,['815-838-1183']
762,HellsGate Haunted House,"3101 Canal StLockport, IL 60441",https://www.HellsGate.com/,['605-301-4283']
763,Dorm of the Dead ,"5700 College Road Lisle, IL 60532",https://dormofthedead.com/,['630-829-6460']
764,Statesville Haunted Prison®,"17250 S. Weber RoadLockport, IL 60441",https://statesvillehauntedprison.com/,[]
765,The Legendary Dungeon of Doom Haunted House,"600 29th St.Zion, IL 60099",https://www.dungeonofdoom.com/,[]
766,Basement of the Dead Haunted House,"42 W New York StAurora, IL 60506",https://basementofthedead.com/,['630-896-2466']
767,Midnight Terror Haunted House,"5520 W 1 11th St. Oak Lawn, IL 60453",https://midnightterrorhauntedhouse.com/,['708-571-0266']
768,Realm of Terror,"421 W. Rollins RoadRound Lake Beach, IL 60073",https://www.realmofterror.com/,[]
769,Abandoned Haunted House Complex,"2825 SE Frontage RoadMount Pleasant, WI 53177",https://www.abandonedhauntedhouse.com/,[]
770,The Great Pumpkin Festival,"19805 DurandUnion Grove, WI 53182",https://www.uniongrovechamber.org/,['262-878-4606']
771,The Hill Has Eyes,"7900 W. Crystal Ridge DriveFranklin, WI 53132",https://www.hillhaseyes.com/,['414-224-9283']
772,Haunted Chicago Segway Tours,"238 E Monroe StreetChicago, IL 60601",http://www.findahaunt.com/boo/?s=http://chicagosegways.com/,['312-552-5100']
773,Spirits on Sproat,"9028 Sproat Ave.Oak Lawn, IL 60453",http://www.findahaunt.com/boo/?s=http://www.spiritsonsproat.com,[]
774,Haunted De Balcony ,"12635 s. CENTRAL AVE Alsip, IL 60803",cannot find,[]
775,Death Toll: A Drinking Game,"4210 N Lincoln AveChicago, IL 60618",https://www.cornservatory.org/,['773-650-1331']
776,Excursions Into The Unknown,"95th & Ridgeland AvenueChicago Ridge, IL 60513",https://www.ghostresearch.org/tours/,['708-425-5163']
777,Nightmare at the Terrace,"11500 Beloit AveWorth, IL 60482",https://www.worthparkdistrict.org/,['708-448-7080']
778,Dark Shadows Home Haunt,"16741 88th CtOrland Hills, IL 60487",http://www.findahaunt.com/boo/?s=http://www.darkshadowshomehaunt.com/,[]
779,Scary Sheri’s House if Horror ,"9048 Sheri LnOrland Park, IL 60462",cannot find,[]
780,Orland Park Lions Club Haunted Woods,"14800 Ravinia AveOrland Park, IL 60462",http://www.findahaunt.com/boo/?s=http://www.prepared2scare.com,['708-288-4110']
781,Scream Scene,"4701 Oakton StreetSkokie, IL 60076",http://www.findahaunt.com/boo/?s=http://www.screamscene.org/,['847-674-1500']
782,The Cornstalk Farm,"13901 Wolf  RoadOrland Park, IL 60467",https://www.facebook.com/The-CornStalk-Farm-294961253854461/,['708-349-9532']
783,Days Of The Dead Chicago,"5440 North River RoadRosemont, IL 60018",https://www.daysofthedead.com/chicago/,[]
784,Bengtson's Pumpkin Fest,"13341 W. 151st St.Homer Glen, IL 60491",https://pumpkinfarm.com/,['708-301-3276']
785,Haunted Forest Oak Brook,"1500 Forest Gate RoadOak Brook, IL 60523",https://www.obparks.org/special-events/haunted-forest,['630-645-9590']
786,Walker Graveyard,"1240 Hickory Creek DriveNew Lenox, IL 60451",cannot find,['630-292-4777']
787,Walker Graveyard,"1240 Hickory Creek DriveNew Lenox, IL 60451",cannot find,['815-320-3090']
788,House of the undead,"573 lenox stNew lenox, IL 60451",cannot find,['815-462-1784']
789,Nightmare on Lenox Street,"248 Lenox StreetNew lenox, IL 60451",cannot find,[]
790,D.O.A. Room Escape,"717 N. Iowa AveVilla Park, IL 60139",https://www.doaroomescape.com/,['630-387-9099']
791,Halloween Scare Walk,"111 S. Wood Dale RoadWood Dale, IL 60191",http://www.findahaunt.com/boo/?s=http://www.wooddaleparkdistrict.org/calendar-details.aspx?d=24&m=10&y=2015,[]
792,Haunted Forest Walk,"2600 Center DriveWoodridge, IL 60517",https://www.woodridgeparks.org/HauntedForestWalk.htm,['630-353-3300']
793,Midwest Light Show,"288 ParkchesterELK GROVE VILLAGE, IL 60007",cannot find,[]
794,Hallow-tween at Village of Glendale Heights,"250 Civic Center PlazaGlendale Heights, IL 60139",https://www.glendaleheights.org/,['630-260-6060']
795,Siegel's Cottonwood Farm Pumpkin Fest & Sniper Paintball Ride,"17250 Weber RoadLockport, IL 60441",https://ourpumpkinfarm.com/,['815-741-2693']
796,Dead End Cemetery,"23w411 Ardmore AvenueRoselle, IL 60172",https://dead-end-cemetery.blogspot.com/,[]
797,Trilogy of Terror,"11 E Woodworth PlRoselle, IL 60172",cannot find,['630-347-7704']
798,The Ghost Tour of Naperville with Kevin Frantz,"50 S. Washington StNaperville, IL 60540",http://www.findahaunt.com/boo/?s=http://naperville-ghosts.com/,['630-205-2664']
799,Canyon Trail Cemetery,"371 Canyon TrailCarol Stream, IL 60188",http://www.findahaunt.com/boo/?s=http://canyontrailcemetery.com/,[]
800,Wicked WalkThru,"1006 Lindsay StreetJoliet, IL 60431",cannot find,['815-529-7027']
801,Sonny Acres Farm,"29W310 North AvenueWest Chicago, IL 60185",http://www.findahaunt.com/boo/?s=http://www.sonnyacres.com/,['630-231-3859']
802,The Kill On Old Mill,"115 Old Mill Grove RoadLake Zurich, IL 60047",http://www.findahaunt.com/boo/?s=http://www.killonoldmill.com,[]
803,Boo Bash,"1401 N. Midlothian Rd.Mundelein, IL 60060",http://www.findahaunt.com/boo/?s=http://mundeleinparks.org/,['847-388-5470']
804,Six Flags Fright Fest,"542 N. Route 21Gurnee, IL 60031",https://www.sixflags.com/greatamerica,['847-249-4636']
805,The Nightmare Haunted House,"509 E Hunter LnMinooka, IL 60447",https://thenightmarehh.weebly.com/,['779-225-8340']
806,Insanity Haunted House,"3800 E. Main StreetSaint Charles, IL 60174",http://www.findahaunt.com/boo/?s=http://www.insanityhh.com/,['630-805-2638']
807,Nightmare On Chicago Street,"Chicago Street, Between Douglas And VillaElgin, IL 60120",http://www.findahaunt.com/boo/?s=http://www.nightmareonchicagostreet.com/,[]
808,Dollinger Pumpkin Farm,"7420 E. Hansel RoadChannahon, IL 60410",https://www.dollingerfarms.com/,['815-467-6766']
809,Oswegoland Park After Dark,"5 Ashlawn AvenueMontgomery, IL 60538",https://www.oswegolandparkdistrict.org/,[]
810,Heap's Haunted Corn Maze & Moonlight Hayrides,"4853 US Highway 52Minooka, IL 60447",http://www.findahaunt.com/boo/?s=http://heapshauntedcornmaze.com/,[]
811,Halloween Town,"1821 Hartlety DriveAlgonquin, IL 60102",http://www.findahaunt.com/boo/?s=http://www.halloweentownhaunt.com/,[]
812,Haunt 31,"340 S Annandale DrLake in the Hills, IL 60156",http://www.findahaunt.com/boo/?s=http://www.haunt31.com,[]
813,Jerry Smith's Pumpkin Farm,"7150 18th StreetKenosha, WI 53144",https://smithpumpkinfarm.com/,['262-859-2645']
814,Holiday Habits,"10716 Wheatlands WayHuntley, IL 60142",http://www.findahaunt.com/boo/?s=http://www.holidayhabits.com/,[]
815,Goebbert's Pumpkin Patch,"42W813 Reinking RoadHampshire, IL 60140",https://www.goebbertspumpkinpatch.com/,['847-464-5952']
816,Sandwich Halloween Walk,"151 E Railroad StSandwich, IL 60548",http://www.findahaunt.com/boo/?s=http://sandwich-il.chambermaster.com/events,['815-786-9075']
817,Egyptian Theatre Haunted Tours,"135 North Second StreetDeKalb, IL 60115",https://egyptiantheatre.org/,[]
818,Camp Tuckabatchee Haunted Camp,"1973 North 35th RoadOttawa, IL 61350",https://camptuckabatchee.org/,['815-433-2984']
819,Dan Patch Stables Haunted Hayride,"7036 Grand Geneva WayLake Geneva, WI 53147",http://www.findahaunt.com/boo/?s=http://danpatchstables.com/,['262-215-5303']
820,Jonamac Orchard Haunted Corn Maze,"19412 Shabbona RdMalta, IL 60150",https://www.jonamacorchard.com/,['815-825-2158']
821,Bear Den Zoo Fall Family Fun,"6831 Big Bend RoadWaterford, WI 53185",https://www.beardenzoo.com/,['262-895-6430']
822,Karnival of Karnage - Gates of Hell,"8791 IL Route 76Belvidere, IL 61008",http://www.findahaunt.com/boo/?s=http://www.karnivalofkarnage.com,['815-332-2010']
823,O'connell's Jellystone Park Haunted Barn,"970 Green Wing RoadAmboy, IL 61310",http://www.findahaunt.com/boo/?s=http://www.jellystoneamboy.com/,['815-857-3860']
824,Dr. SCary's Haunte House,"5020 State Road 50Lake Geneva, WI 53115",http://www.findahaunt.com/boo/?s=http://drscaryshauntedhouse.com/,['920-568-4100']
825,Save Milwaukee Escape Room Detective Adventure,"207 E Buffalo #312Milwaukee, WI 53209",http://www.findahaunt.com/boo/?s=http://www.savemke.com,['414-628-5103']
826,Milwaukee Ghost Tours,"400 N. Water StreetMilwaukee, WI 53202",http://www.findahaunt.com/boo/?s=http://www.milwaukeeghosts.com/,['414-367-8326']
827,Paranormal Investigation at the Milwaukee Theatre & Brumder Mansion,"3046 W Wisconsin AveMilwaukee, WI 53208",http://www.findahaunt.com/boo/?s=http://www.paranormalmilwaukee.com/,['414-215-9746']
828,Moonlight Manor,"5420 Fieldstone Drive SWWyoming, MI 49418",https://www.moonlightmanor.org/,['616-257-8917']
829,The Haunt,"1256 28th St SWWyoming, MI 49509",https://www.the-haunt.com/,['855-428-6864']
830,CLOSED - Catholic Memorial Haunted House - CLOSED,"507 East College AvenueWaukesha, WI 53186",cannot find,[]
831,Abandoned Acres Farm,"7737 Fruit Ridge Ave NW Sparta, MI 49345",https://abandonedacresfarm.com/,[]
832,Clinton's Terror On Washington Street Haunted House,"513 E. Washington St.Clinton, IL 61727",http://www.findahaunt.com/boo/?s=http://www.clintonhauntedhouse.com,['217-935-3364']
833,The Edson Incident,"1680 Martin StreetBay City, MI 48706",http://www.findahaunt.com/boo/?s=http://www.edsonincident.com,['989-402-5071']
834,Berwagana Campground Haunted Trail,"2601 W Sanilac RoadVassar, MI 48768",https://berwaganacampground.com/,['989-673-7125']
835,Kohl Farms,"3062 Hobart RdGagetown, MI 48735",http://www.findahaunt.com/boo/?s=http://www.kohlfarms.com/,['989-971-3845']
836,Factory of the Dead,"906 Lapeer Ave.Saginaw, MI 48607",https://factoryofthedead.com/,[]
837,St. Charles Haunted House - Village of the Living Dead,"400 E. Water St.Saint Charles, MI 48655",http://www.findahaunt.com/boo/?s=http://www.stchauntedhouse.com,[]
838,Hinterland Haunted House,"106 South Sterling StreetAshley, MI 48806",https://hinterlandhaunt.wixsite.com/home,['989-620-6333']
839,Code Breakers Escape & Puzzle Rooms,"4426 N. Saginaw Rd.Midland, MI 48640",https://www.midlandcodebreakers.com/,['1-866-643-6424']
840,Papa's Pumpkin Patch,"3909 South Summerton RoadMount Pleasant, MI 48858",http://www.findahaunt.com/boo/?s=http://papasfamilyfarm.com/,[]
841,The Haunted Yard,"814 N Lansing StreetMount Pleasant, MI 48858",https://www.facebook.com/Haunted-Yard-120079991375877/,['989-506-4485']
842,Four Green Fields Farm Haunted Maze,"15693 Wilson RoadRodney, MI 49342",https://www.fourgreenfieldsfarm.com/,['231-580-1463']
843,Manistee's Ghost Ship,"99 Arthur StreetManistee, MI 49660",http://www.findahaunt.com/boo/?s=http://www.manisteesghostship.com/,['231-723-3587']
844,Haunts of Mackinac,"7416 Main StMackinac Island, MI 49757",http://www.findahaunt.com/boo/?s=http://www.hauntsofmackinac.com/,['906-847-8018']
845,Joyful Terror,"308 Cleveland AveIshpeming, MI 49849",https://joyfulterrorpresents.com/,[]
846,Dominion of Terror,"2024 North 15th StreetSheboygan, WI 53081",http://www.findahaunt.com/boo/?s=http://www.dominionofterror.com,['920-918-2270']
847,The Haunted Mansion,"9245 Lovers LaneBrussels, WI 54204",http://www.findahaunt.com/boo/?s=http://www.hauntedmansionsoutherndoor.com,['920-825-7065']
848,Port Washington Ghost Walk,"218 E. Main StreetPort Washington, WI 53074",http://www.findahaunt.com/boo/?s=http://www.capercompany.com/,['262-498-5777']
849,Halloween Candlelight Cave Tours,"W2348 Short RoadChilton, WI 53014",https://www.ledgeviewnaturecenter.org/halloween-candlelight-cave-tours,['920-849-7094']
850,Spooky Stalks Haunted Cornfield,"12000 W. Appleton Ave.Milwaukee, WI 53224",http://www.findahaunt.com/boo/?s=http://www.spookycornfield.com,['414-353-5466']
851,Haunted Hayride & Trail at Cedarburg Creek Farm,"649 State Road 60Cedarburg, WI 53012",http://www.findahaunt.com/boo/?s=http://www.cedarburgcreekfarm.com/,['262-894-6624']
852,Terror on the Fox,"2285 S BroadwayGreen Bay, WI 54304",https://terroronthefox.com/,['920-430-1844']
853,Green Bay Fear,"1950 Bond StreetGreen Bay, WI 54304",https://greenbayfear.com/,['920-309-0981']
854,Zombus - Zombie Apocalypse Paintball,"2055 W Frontier RoadLittle Suamico, WI 54141",https://hauntedzombiebus.com/,['920-826-5554']
855,Trail of Terror,"4295 County Hwy JOconto, WI 54153",http://www.findahaunt.com/boo/?s=http://www.trailofterrorwi.org/,['920-604-3636']
856,BerryLand Haunted Hayrides & Pumpkins,"5867 Steinkraus LnAbrams, WI 54101",http://www.findahaunt.com/boo/?s=http://pickberryland.com/,['920-826-7297']
857,Meadowbrook Haunted Cornfield,"2970 Mile View RoadWest Bend, WI 53095",http://www.findahaunt.com/boo/?s=http://www.creepycornfield.com,['262-338-3649']
858,Warriors Haunted Asylum,"N5758 Hwy WDotyville, WI 53057",https://warriorshauntedasy.wixsite.com/hauntedhouse,['920-602-7953']
859,Wisconsin Fear Grounds,"1000 Northview RoadWaukesha, WI 53188",http://www.findahaunt.com/boo/?s=http://www.wisconsinfeargrounds.com/,['262-844-5611']
860,Kerridge's Haunted Pines,"W9522 Park RdNaubinway, MI 49762",http://www.findahaunt.com/boo/?s=http://kerridgeshauntedpine.wixsite.com/trail,[]
861,Twilight Walking Tours,"34 Kincheloe DrKincheloe, MI 49788",https://www.twilightwalkingtours.com/,['906-440-5910']
862,The Haunted Trail,"Sawmill Creek Township ParkParadise, MI 49768",http://www.findahaunt.com/boo/?s=http://euphauntedtrail.org/,[]
863,Insomnia Haunted Attraction,"W12505 Roosevelt RoadGresham, WI 54128",https://www.facebook.com/insomniahauntedhouse/,['920-594-0379']
864,Evil Falls House of Tormented Souls,"215 S. Railroad St Eagle River, WI 54521",https://www.evilfalls.com/index.html,['715-477-0808']
865,Halloween Corn Maze & Haunted Hayrides at Delzer's Pumpkin Farm,"9581 Delzer CirOconto Falls, WI 54154",http://www.findahaunt.com/boo/?s=http://www.delzerspumpkinfarm.com/,['920-848-8394']
866,Wilke's Haunted Weekends & Corn Maze,"T8417 County Road WWausau, WI 54403",http://www.findahaunt.com/boo/?s=http://www.wilkefarm.com/,['715-675-6748']
867,Willow Springs Haunted Corn Maze,"5480 Hillcrest DriveWausau, WI 54401",http://www.findahaunt.com/boo/?s=http://www.willowspringsgarden.net/,['715-675-1171']
868,Haunted House: A Night to Dismember,"5000 N. Ballard RoadAppleton, WI 54913",https://www.appletonnorththeatre.org/,['920-832-4300']
869,Spooks on Spurr,"W 10121 Spurr RdNew London, WI 54961",http://www.findahaunt.com/boo/?s=http://www.spooksonspurr.com,['920-713-2132']
870,Wickedly Grande's Food Scare for St. Joseph's Food Program,"3143 N Oakdale LaneGrand Chute, WI 54914",https://www.facebook.com/WickedlyGrand/,['920-843-4538']
871,Hatten Park Haunted Trail,"801 Werner Allen BoulevardNew London, WI 54949",http://www.findahaunt.com/boo/?s=http://www.newlondonwi.org/,[]
872,Burial Chamber Haunted Complex,"500 N. Lake StreetNeenah, WI 54956",https://burialchamber.com/,['920-727-4669']
873,Neenah's Most Haunted,"333 West Cecil StNeenah, WI 54956",http://www.findahaunt.com/boo/?s=http://youthgo.org/program-activities/haunted-house/,['920-722-1435']
874,The Slaughterhouse DM,"97 Indiana AveDes Moines, IA 50314",http://www.findahaunt.com/boo/?s=http://theslaughterhousedm.com,[]
875,Mayhem Haunted House,"13011 120th AveOttumwa, IA 52501",https://www.facebook.com/Mayhem-Haunted-House-107413773106796/,['641-814-3512']
876,Eldora Haunted Hospital,"2413 Edgington AveEldora, IA 50627",http://www.findahaunt.com/boo/?s=http://www.eldorahauntedhospital.com,[]
877,Scream Acres,"3260 69th StAtkins, IA 52206",https://www.bloomsburyfarm.com/scream-acres,['319-446-7667']
878,Panic Park Haunted House,"5932 N Union RdCedar Falls, IA 50613",http://www.findahaunt.com/boo/?s=http://panicpark.org/,['319-433-7275']
879,KW Paintball Zombie Shoot,"1734 West Airline HighwayWaterloo, IA 50701",http://www.findahaunt.com/boo/?s=http://www.kwzombieshoot.com,['319-230-2213']
880,Colony Pumpkin Patch,"2780 Front St. NENorth Liberty, IA 52317",https://colonypumpkinpatch.com/,['319-626-6091']
881,Garrison's Haunted Mansion,"W Main StGarrison, IA 52229",http://www.findahaunt.com/boo/?s=http://garrisonshaunted.com/,[]
882,RC Haunted House,"124 N 3rd StRockwell City, IA 50579",cannot find,['515-571-5391']
883,Waterhawks Haunted Hay Ride,"100 Waterhawk RdEvansdale, IA 50707",https://waterhawks.org/hayride/,[]
884,Heartland Farms Halloween Fun,"5111 Osage Rd.Waterloo, IA 50703",https://heartlandfarmswaterloo.com/,['319-232-3779']
885,Ranch of Terror,"11001 South 48th StreetPapillion, NE 68133",https://bellevueberryfarm.com/ranch-of-terror,['402-331-5500']
886,Bango Haunted Crib,"207 W 1ST STSchaller, IA 51053",https://bangohauntedcrib.com/,[]
887,Voltage haunted grounds,"311 6th Ave NHumboldt, IA 50548",https://www.facebook.com/events/922988578101468,['319-830-7557']
888,Haunted House At Pioneer Trail Orchard,"21534 Chestnut Rd,Council Bluffs, IA 51503",http://www.findahaunt.com/boo/?s=http://www.ptapples.com/main.htm,[]
889,Mystery Manor,"716 N 18th StreetOmaha, NE 68102",http://www.findahaunt.com/boo/?s=http://www.mysterymanoromaha.org,['402-346-2666']
890,Digilio Home Haunt,"8729 Granville PkwyLavista, NE 68128",cannot find,['402-321-4230']
891,Skinny Bones Haunted Maze,"3935 State Highway 133Blair, NE 68008",http://www.findahaunt.com/boo/?s=http://www.skinnybonespumpkinpatch.com/,['402-426-2295']
892,Scary Acres,"17272 Giles RoadOmaha, NE 68154",https://www.scaryacres.com/,['402-896-9666']
893,Dead Manor Haunted House,"7328 S 179th StreetOmaha, NE 68136",cannot find,['402-853-2941']
894,Camp Fear,"233rd and West Maple RoadOmaha, NE 68022",https://www.campfearomaha.com/,['402-953-4731']
895,Vala's Pumpkin Patch and Fall Festival,"12102 So. 180th StGretna, NE 68028",https://www.valaspumpkinpatch.com/,['402-332-4200']
896,Spirit Of Rockport Ghost Tours,"130 S 3rd St, Rockport, IN 47635Rockport, IN 47635",https://www.tlcpals4paaws.com/spiritofrockport.htm,['812-629-6310']
897,Camp Fontanelle's Scary Corn Maze,"9677 County Road 3Fontanelle, NE 68044",http://www.findahaunt.com/boo/?s=http://www.campfontanelle.com/,[]
898,The Pit Haunted House,"612 Elm Street Chillicothe, MO 64601",cannot find,['660-973-3967']
899,Thrashers House of Terror,"405 E Thresher Rd.Mount Pleasant, IA 52641",https://www.thrashershouseofterror.com/,[]
900,Totten's Pumpkin Farm,"30094 Route ALentner, MO 63450",cannot find,['573-588-2000']
901,Eagle Hollow Haunts,"617 South 238th StreetEagle, NE 68347",http://www.findahaunt.com/boo/?s=http://www.eaglehollowhaunts.com,['402-606-1031']
902,Hoefling's Pumpkin Patch & Corn Maze,"5303 D AvenueMarcus, IA 51035",https://www.facebook.com/TheHoeflingPumpkinPatch/,['712-490-3329']
903,Harvest Hollow Pumpkin Farm,"23805 Nature AveLe Mars, IA 51031",https://www.facebook.com/Harvest-Hollow-Pumpkin-Farm-145641978779562/,['712-546-4837']
904,Stinkys House of Horrors,"911 E 11th StMuscatine, IA 52761",https://www.facebook.com/Stinkys-house-of-horrors-303564279654514/,['563-299-8838']
905,Sinister House of Nightmares,"4915 Northwest BlvdDAVENPORT, IA 52806",cannot find,['309-798-0276']
906,Sinister Forest,"Maplewood ParkWaseca, MN 56093",https://lostinthedarkwaseca.simdif.com/,['507-461-1676']
